Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Truly awesome
  
",Reviewed in India on 24 June 2016,"









  
  
    
  Truly awesome!

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    average book
  
",Reviewed in India on 13 December 2015,"









  
  
    
  Average.Not so interesting.

  
"
8129137429,venkateswaranmz,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 November 2015,"









  
  
    
  i felt so much interest who had for india to became a awesome

  
"
8129137429,sapariya hardik,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 November 2015,"









  
  
    
  best in class

  
"
8129137429,SHAMIK ROY,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 December 2016,"









  
  
    
  Excellent book

  
"
8129137429,ADITYA KUMAR,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 4 November 2015,"









  
  
    
  A good book...

  
"
8129137429,Devendra R.,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 July 2016,"









  
  
    
  Quite an interesting book

  
"
8129137429,SP,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 7 August 2016,"









  
  
    
  Reading worthy

  
"
8129137429,Akshay gautam,3.0 out of 5 stars,"







  
  
    NoT that much
  
",Reviewed in India on 15 October 2015,"









  
  
    
  Nyc book...

  
"
8129137429,SEKAR,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 December 2016,"









  
  
    
  good one

  
"
8129137429,vishwanath singh,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 1 October 2015,"









  
  
    
  Superb Articles...on MODi govt.

  
"
8129137429,Jignesh,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 16 May 2016,"









  
  
    
  Awesome

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Bdiya
  
",Reviewed in India on 28 December 2016,"









  
  
    
  Msst

  
"
8129137429,shailendra,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 7 October 2015,"









  
  
    
  CHETAN OPENS THE EYES OF THE PEOPLE  THROUGH THE BOOK

  
"
8129137429,Krish,5.0 out of 5 stars,"







  
  
    interesting ..
  
",Reviewed in India on 12 September 2015,"









  
  
    
  Awesome book and packaging is soo good.I love it.

  
"
8129137429,Bhavna Daftary,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 20 September 2015,"









  
  
    
  Simple language but conveyed facts profoundly!

  
"
8129137429,Balasabarinath,4.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 5 October 2015,"









  
  
    
  Good one. Very less cost.

  
"
8129137429,Amruth,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 1 June 2016,"









  
  
    
  Substandard author.

  
"
8129137429,sakshi aggarwal,1.0 out of 5 stars,"







  
  
    bad
  
",Reviewed in India on 1 October 2015,"









  
  
    
  Its costly at Rs 75..bad deal

  
"
8129137429,SUNITA,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 November 2015,"









  
  
    
  good book.

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    waste
  
",Reviewed in India on 25 January 2016,"









  
  
    
  Waste....

  
"
8129137429,Biswanath Khan,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 12 December 2015,"









  
  
    
  Useful books.

  
"
8129137429,Parth Patel,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 1 October 2015,"









  
  
    
  Nice one from chetan bhagat

  
"
8129137429,customer..,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 29 June 2016,"









  
  
    
  Good..

  
"
8129137429,KAPIL SOMANI,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Not up to the mark.  :(

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Just Satisfaction
  
",Reviewed in India on 15 January 2016,"









  
  
    
  It is not good in paper quality

  
"
8129137429,PRADEEP MEENA,5.0 out of 5 stars,"







  
  
    good for lover of cb
  
",Reviewed in India on 6 October 2015,"









  
  
    
  Good

  
"
8129137429,Sibsankar Dutta,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 December 2015,"









  
  
    
  nice....  a new mentality

  
"
8129137429,Vivek Rai,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Good. As expected from Mr. Bhagat!

  
"
8129137429,Ganeshbvj,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 30 September 2015,"









  
  
    
  ok to read

  
"
8129137429,Srinivasan,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 28 December 2015,"









  
  
    
  not meet my expectation

  
"
8129137429,Soumya Kundu,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 14 November 2015,"









  
  
    
  Nothing much to say...... But book is great

  
"
8129137429,Tarun ,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 20 December 2015,"









  
  
    
  awesome book i ever read in my life

  
"
8129137429,ratnakumar,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 22 September 2015,"









  
  
    
  It's a full of article stuff. Not very reasonable ideas.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 20 September 2015,"









  
  
    
  Awesome nonfictional booksLoved it

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    also chetan bhagat is a my favourite writer.
  
",Reviewed in India on 20 November 2015,"









  
  
    
  It fully told only fact things.also chetan bhagat is a my favourite writer.

  
"
8129137429,hemanth,2.0 out of 5 stars,"







  
  
    just ok
  
",Reviewed in India on 8 October 2015,"









  
  
    
  not a better book.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 29 December 2015,"









  
  
    
  Nice book ..must be read by everyone

  
"
8129137429,jayadev ps,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 December 2015,"









  
  
    
  i got it for only 40rs

  
"
8129137429,DabilpuramvinayKumar,5.0 out of 5 stars,"







  
  
    Making India Awesome: New Essays and Columns ...
  
",Reviewed in India on 3 November 2015,"









  
  
    
  Excellent Product

  
"
8129137429,Aditya Verma,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 9 October 2015,"









  
  
    
  Awesome book

  
"
8129137429,Amazon Customer,2.0 out of 5 stars,"







  
  
    No satisfied
  
",Reviewed in India on 29 October 2015,"









  
  
    
  Totally politic based....

  
"
8129137429,Mukunda Debta,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 19 December 2015,"









  
  
    
  Very good...

  
"
8129137429,Ravikant Prakash,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 October 2015,"









  
  
    
  The book contains very good informations

  
"
8129137429,TAPAS MOHANTY,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 October 2015,"









  
  
    
  at such a low price!! unbelivable but true.

  
"
8129137429,girish,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 13 November 2015,"









  
  
    
  good one

  
"
8129137429,Rajeshwari,2.0 out of 5 stars,"







  
  
    Below expectations
  
",Reviewed in India on 19 September 2016,"









  
  
    
  Completely boring

  
"
8129137429,ashvin Patidar,5.0 out of 5 stars,"







  
  
    As its name..awesome..
  
",Reviewed in India on 24 September 2015,"









  
  
    
  For Every indian must read it... based on current issues. Nicely written.congratulations chetan sir.

  
"
8129137429,Madhusudan P,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 25 September 2015,"









  
  
    
  GOOD AND INTERESTING ESSAYS

  
"
8129137429,veeranje,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 2 November 2015,"









  
  
    
  good one

  
"
8129137429,eswar,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 30 November 2015,"









  
  
    
  good.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 6 November 2015,"









  
  
    
  not bad

  
"
8129137429,babu,1.0 out of 5 stars,"







  
  
    bad
  
",Reviewed in India on 25 September 2015,"









  
  
    
  Not expected from u Chetan !waste of time

  
"
8129137429,Amazon Customer,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 14 October 2015,"









  
  
    
  felt like reading a editorial page in newspaper

  
"
8129137429,sameer vedula,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 22 September 2015,"









  
  
    
  A simple way to understand the political scenario

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 18 November 2015,"









  
  
    
  good

  
"
8129137429,utpal dhara,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 17 November 2015,"









  
  
    
  good

  
"
8129137429,sagar laungani,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 29 January 2016,"









  
  
    
  Good product

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 18 October 2015,"









  
  
    
  Nice book best order delivery

  
"
8129137429,Ankit k.,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 7 January 2016,"









  
  
    
  Not too good.

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    Such a boring book. Don't waste your money
  
",Reviewed in India on 11 November 2015,"









  
  
    
  Such a boring book.Don't waste your money.

  
"
8129137429,sahil narang,3.0 out of 5 stars,"







  
  
    ok stuff
  
",Reviewed in India on 20 October 2015,"









  
  
    
  Best price 39

  
"
8129137429,Promit Dutta,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 October 2015,"









  
  
    
  Good

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 November 2015,"









  
  
    
  good book

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 19 November 2015,"









  
  
    
  very good

  
"
8129137429,prince kumar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 October 2015,"









  
  
    
  Good boook...

  
"
8129137429,Arshad Moin,5.0 out of 5 stars,"







  
  
    ultimate deal
  
",Reviewed in India on 19 October 2015,"









  
  
    
  Good product n good service

  
"
8129137429,Masangtea,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 May 2016,"









  
  
    
  Easy to read and it touch indian people

  
"
8129137429,hmnandan,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 17 October 2015,"









  
  
    
  crap

  
"
8129137429,Reena jenifer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 4 October 2015,"









  
  
    
  Its same as What young India wants.

  
"
8129137429,irshadhusen,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 October 2015,"









  
  
    
  awsome book awsome delivery

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 20 October 2015,"









  
  
    
  Book quality is good,  everything is good

  
"
8129137429,Sudhakar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 November 2015,"









  
  
    
  Great Book. Good language and simple.

  
"
8129137429,UTHARA P R,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 5 October 2015,"









  
  
    
  paper quality is very poor

  
"
8129137429,Venky,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 19 December 2015,"









  
  
    
  Different one from CB

  
"
8129137429,PADARBINDA RATH,5.0 out of 5 stars,"







  
  
    Nice book
  
",Reviewed in India on 3 October 2015,"









  
  
    
  Nice book

  
"
8129137429,shashwat,5.0 out of 5 stars,"







  
  
    very very good
  
",Reviewed in India on 2 October 2015,"









  
  
    
  Deleivered in an great condition

  
"
8129137429,ketul,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 1 February 2016,"









  
  
    
  good

  
"
8129137429,Abhishek Singh,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 5 October 2015,"









  
  
    
  A good book on current affairs.

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 20 June 2016,"









  
  
    
  good

  
"
8129137429,SOUMEN PAL,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 19 October 2015,"









  
  
    
  Awesome is ""Awesome"".

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Very low price
  
",Reviewed in India on 8 November 2015,"









  
  
    
  Got a only 35 bucks

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 16 December 2015,"









  
  
    
  thanks, came without much delay

  
"
8129137429,GIRISH PRABHAKAR KAMBLE,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 24 November 2015,"









  
  
    
  It was awesome...

  
"
8129137429,Naveenkumar,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Looks like street advising

  
"
8129137429,Abhay Kumar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 30 September 2015,"









  
  
    
  Nice book

  
"
8129137429,LOVEPREET SINGH,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 23 November 2015,"









  
  
    
  Quality of the pages is not good

  
"
